word	count	suggestion	sugg_count	first_letter	sugg_letter
sapumgo	1	napumgo	6	s	n
bah-in	1	mah-in	6	b	m
bah-in	1	jah-in	6	b	j
neb	1	zeb	6	n	z
kakuipi	1	nakuipi	6	k	n
leh-u	1	peh-u	6	l	p
hangun	1	sangun	6	h	s
eithuh	1	lithuh	6	e	l
eichihsah	1	kichihsah	6	e	k
eihila	1	kihila	6	e	k
tounau	1	lounau	6	t	l
hemna	1	demna	6	h	d
navan	1	javan	6	n	j
chasah	1	ahasah	6	c	a
chasah	1	thasah	6	c	t
khoiyin	1	lhoiyin	6	k	l
lc	1	ac	6	l	a
deichan	1	neichan	6	d	n
johsah	1	pohsah	6	j	p
midel	1	kidel	6	m	k
velouvin	1	nelouvin	6	v	n
kah-u	1	sah-u	6	k	s
namcheng	1	kamcheng	6	n	k
luh	1	vuh	6	l	v
luh	1	nuh	6	l	n
vumle	1	jumle	6	v	j
lachoi	1	kachoi	6	l	k
hamgo	1	gamgo	6	h	g
uim	1	mim	6	u	m
naven	1	gaven	6	n	g
pera	1	mera	6	p	m
aeh-u	1	peh-u	6	a	p
senan	1	kenan	6	s	k
nasugam	1	kasugam	6	n	k
kamihuhhingna	1	namihuhhingna	6	k	n
phatan	1	khatan	6	p	k
phatan	1	lhatan	6	p	l
dalhang	1	galhang	6	d	g
tongdoh	1	hongdoh	6	t	h
gasel	1	nasel	6	g	n
tato	1	kato	6	t	k
toh-u	1	moh-u	6	t	m
tanghel	1	manghel	6	t	m
savel	1	kavel	6	s	k
jahen	1	nahen	6	j	n
seisa	1	meisa	6	s	m
lana	1	nana	6	l	n
kachanuteu	1	nachanuteu	6	k	n
langu	1	vangu	6	l	v
langu	1	sangu	6	l	s
sar	1	car	6	s	c
nanin	1	vanin	6	n	v
kelin	1	delin	6	k	d
rar	1	car	6	r	c
kangu	1	vangu	6	k	v
kangu	1	sangu	6	k	s
nathenna	1	kathenna	6	n	k
kakondoh	1	nakondoh	6	k	n
gampi	1	dampi	6	g	d
dungin	1	vungin	6	d	v
eikeh	1	kikeh	6	e	k
michang	1	eichang	6	m	e
michang	1	kichang	6	m	k
thivui	1	khivui	6	t	k
nona	1	lona	6	n	l
khauve	1	thauve	6	k	t
katdoh	1	hatdoh	6	k	h
kipehdoh	1	eipehdoh	6	k	e
kangpan	1	pangpan	6	k	p
kalamkai	1	nalamkai	6	k	n
naova	1	jaova	6	n	j
hatol	1	katol	6	h	k
hatao	1	natao	6	h	n
nachangseh-in	1	kachangseh-in	6	n	k
nemna	1	demna	6	n	d
vupi	1	nupi	6	v	n
tonguvin	1	monguvin	6	t	m
vasai	1	kasai	6	v	k
nubei	1	subei	6	n	s
dehna	1	nehna	6	d	n
lanin	1	vanin	6	l	v
avam	1	uvam	6	a	u
gakoiyin	1	nakoiyin	6	g	n
-un	1	yun	6	-	y
ahalpeh	1	phalpeh	6	a	p
veu	1	heu	6	v	h
gal'a	1	jal'a	6	g	j
lah-u	1	sah-u	6	l	s
seibou	1	keibou	6	s	k
kachungah	1	nachungah	6	k	n
vachoi	1	kachoi	6	v	k
hateh	1	nateh	6	h	n
hateh	1	kateh	6	h	k
lhemlou	1	themlou	6	l	t
phauve	1	thauve	6	p	t
gajol	1	najol	6	g	n
kouho	1	houho	6	k	h
gaova	1	jaova	6	g	j
kimna	1	timna	6	k	t
jalhang	1	galhang	6	j	g
nangaito	1	kangaito	6	n	k
vouho	1	houho	6	v	h
sanah	1	kanah	6	s	k
lenan	1	kenan	6	l	k
maile	1	laile	6	m	l
lhungna	1	ahungna	6	l	a
henan	1	kenan	6	h	k
jaleng	1	naleng	6	j	n
ngamun	1	agamun	6	n	a
eila	1	gila	6	e	g
deite	1	neite	6	d	n
mihila	1	kihila	6	m	k
dangte	1	pangte	6	d	p
ihungsoh	1	lhungsoh	6	i	l
ijen	1	ajen	6	i	a
honbou	1	konbou	6	h	k
dahen	1	nahen	6	d	n
longun	1	dongun	6	l	d
gaheh	1	kaheh	6	g	k
minle	1	ginle	6	m	g
geluva	1	heluva	6	g	h
deh-u	1	peh-u	6	d	p
ipute	1	apute	6	i	a
mihet	1	eihet	6	m	e
maman	1	gaman	6	m	g
kakisil	1	nakisil	6	k	n
ikhantouna	1	akhantouna	6	i	a
seisei	1	neisei	6	s	n
panlou	1	manlou	6	p	m
neilet	1	seilet	6	n	s
bitna	1	nitna	6	b	n
misuh	1	eisuh	6	m	e
ichonnau	1	achonnau	6	i	a
ineina	1	aneina	6	i	a
kilhunsah	1	eilhunsah	6	k	e
hinu	1	minu	6	h	m
nejou	1	tejou	6	n	t
phol	1	ohol	6	p	o
edena	1	adena	5	e	a
gua	1	nua	5	g	n
dabeh	1	nabeh	5	d	n
kahiti	1	nahiti	5	k	n
bangpa	1	mangpa	5	b	m
naovin	1	maovin	5	n	m
netan	1	petan	5	n	p
doppeh	1	hoppeh	5	d	h
pemna	1	temna	5	p	t
geidon	1	neidon	5	g	n
galhengdoh	1	kalhengdoh	5	g	k
noppeh	1	hoppeh	5	n	h
galeh	1	naleh	5	g	n
mn	1	en	5	m	e
neuva	1	heuva	5	n	h
isanganteu	1	asanganteu	5	i	a
munu	1	aunu	5	m	a
masap	1	kasap	5	m	k
nakhumpeh	1	kakhumpeh	5	n	k
eivo	1	kivo	5	e	k
vap	1	tap	5	v	t
kihin	1	hihin	5	k	h
hoh-in	1	boh-in	5	h	b
kakihop	1	nakihop	5	k	n
nuna	1	huna	5	n	h
phaiyin	1	khaiyin	5	p	k
kilouvin	1	tilouvin	5	k	t
netauvin	1	vetauvin	5	n	v
vailama	1	nailama	5	v	n
polna	1	tolna	5	p	t
polna	1	solna	5	p	s
mulin	1	gulin	5	m	g
tosah	1	hosah	5	t	h
vama	1	jama	5	v	j
lumkha	1	aumkha	5	l	a
laicha	1	naicha	5	l	n
kolse	1	tolse	5	k	t
pomsah	1	nomsah	5	p	n
pantha	1	bantha	5	p	b
gih-in	1	dih-in	5	g	d
taa	1	naa	5	t	n
taa	1	saa	5	t	s
houkhom	1	koukhom	5	h	k
gakon	1	nakon	5	g	n
gakon	1	kakon	5	g	k
chah-a	1	lhah-a	5	c	l
poh-u	1	joh-u	5	p	j
samna	1	tamna	5	s	t
samna	1	lamna	5	s	l
misang	1	hisang	5	m	h
beuva	1	heuva	5	b	h
nathodoh	1	kathodoh	5	n	k
nachonseuvin	1	kachonseuvin	5	n	k
vua	1	nua	5	v	n
nalhengdoh	1	kalhengdoh	5	n	k
geuva	1	heuva	5	g	h
nathensosa	1	kathensosa	5	n	k
chetsoh	1	ahetsoh	5	c	a
nahepi	1	kahepi	5	n	k
dahsah	1	tahsah	5	d	t
setsa	1	hetsa	5	s	h
kiban	1	ziban	5	k	z
phatai	1	thatai	5	p	t
nagina	1	sagina	5	n	s
tamle	1	lamle	5	t	l
koh-in	1	boh-in	5	k	b
dungleh	1	nungleh	5	d	n
bonuvin	1	konuvin	5	b	k
qi	1	ei	5	q	e
oph	1	eph	5	o	e
lad	1	dad	5	l	d
hali	1	jali	5	h	j
kib	1	sib	5	k	s
demun	1	temun	5	d	t
hoipeh	1	koipeh	5	h	k
seldoh	1	peldoh	5	s	p
pakal	1	kakal	5	p	k
jog	1	log	5	j	l
houtauve	1	toutauve	5	h	t
lamsa	1	damsa	5	l	d
nule	1	pule	5	n	p
meite	1	beite	5	m	b
vamsa	1	damsa	5	v	d
delun	1	helun	5	d	h
ge-na	1	ke-na	5	g	k
kaneina	1	naneina	5	k	n
khea	1	ahea	5	k	a
teiji	1	seiji	5	t	s
hn	1	en	5	h	e
gojong	1	hojong	5	g	h
gangpa	1	mangpa	5	g	m
ahitei	1	thitei	5	a	t
sola	1	hola	5	s	h
khouve	1	thouve	5	k	t
hathem	1	kathem	5	h	k
janthum	1	danthum	5	j	d
shaiyin	1	khaiyin	5	s	k
kithalo	1	eithalo	5	k	e
sl	1	ul	5	s	u
nul	1	dul	5	n	d
cama	1	jama	5	c	j
-a	1	za	5	-	z
-a	1	ra	5	-	r
gakhai	1	makhai	5	g	m
khihel	1	thihel	5	k	t
nathisah	1	kathisah	5	n	k
bih-in	1	dih-in	5	b	d
tunpi	1	munpi	5	t	m
koiyu	1	hoiyu	5	k	h
kaovin	1	maovin	5	k	m
leh-uvin	1	beh-uvin	5	l	b
gamel	1	kamel	5	g	k
namah	1	jamah	5	n	j
ashi	1	ishi	5	a	i
nalhi	1	kalhi	5	n	k
maho	1	jaho	5	m	j
kineo	1	mineo	5	k	m
sahu	1	bahu	5	s	b
sathem	1	kathem	5	s	k
vad	1	dad	5	v	d
reho	1	veho	5	r	v
ea	1	za	5	e	z
ea	1	ra	5	e	r
ohel	1	thel	5	o	t
ohel	1	lhel	5	o	l
gia	1	sia	5	g	s
uph	1	eph	5	u	e
touhel	1	jouhel	5	t	j
tolpi	1	jolpi	5	t	j
-l	1	ul	5	-	u
miget	1	kiget	5	m	k
hap	1	tap	5	h	t
lol	1	nol	5	l	n
goule	1	poule	5	g	p
nalensah	1	kalensah	5	n	k
zaham	1	naham	5	z	n
gathiden	1	nathiden	5	g	n
sading	1	kading	5	s	k
namle	1	lamle	5	n	l
kah-uva	1	lah-uva	5	k	l
kah-uva	1	sah-uva	5	k	s
kih-in	1	dih-in	5	k	d
cai	1	gai	5	c	g
hasu	1	kasu	5	h	k
hetan	1	petan	5	h	p
seuvun	1	leuvun	5	s	l
palal	1	galal	5	p	g
gakal	1	kakal	5	g	k
inatoh-u	1	anatoh-u	5	i	a
nadeiye	1	kadeiye	5	n	k
baho	1	jaho	5	b	j
kakigah	1	nakigah	5	k	n
vadoh	1	jadoh	5	v	j
chapon	1	khapon	5	c	k
dadoh	1	jadoh	5	d	j
veuva	1	heuva	5	v	h
guipi	1	kuipi	5	g	k
mompan	1	nompan	5	m	n
lhante	1	phante	5	l	p
gemun	1	temun	5	g	t
kamitmu	1	namitmu	5	k	n
goipeh	1	koipeh	5	g	k
nunge	1	junge	5	n	j
kailha	1	lailha	5	k	l
tahjin	1	sahjin	5	t	s
ahama	1	shama	5	a	s
seite	1	beite	5	s	b
lulin	1	gulin	5	l	g
pahlah	1	mahlah	5	p	m
lhapon	1	khapon	5	l	k
kamo	1	jamo	5	k	j
-u	1	ku	5	-	k
-u	1	su	5	-	s
tomin	1	gomin	5	t	g
tomin	1	somin	5	t	s
nasah-in	1	hasah-in	5	n	h
bah-in	1	kah-in	5	b	k
bah-in	1	dah-in	5	b	d
vaiyun	1	kaiyun	5	v	k
vaiyun	1	naiyun	5	v	n
najuh	1	kajuh	5	n	k
najuh	1	sajuh	5	n	s
teuva	1	heuva	5	t	h
gahsa	1	sahsa	5	g	s
vunge	1	junge	5	v	j
kaban-gol	1	naban-gol	5	k	n
vangsoh	1	kangsoh	5	v	k
mauvin	1	pauvin	5	m	p
jonun	1	konun	5	j	k
phungu	1	ahungu	5	p	a
vamin	1	hamin	5	v	h
pihin	1	hihin	5	p	h
aheiji	1	theiji	5	a	t
kamah	1	jamah	5	k	j
hemna	1	temna	5	h	t
misugam	1	kisugam	5	m	k
thume	1	khume	5	t	k
thume	1	chume	5	t	c
jamsah	1	gamsah	5	j	g
phingin	1	lhingin	5	p	l
lhomna	1	chomna	5	l	c
nakinepna	1	kakinepna	5	n	k
hasana	1	nasana	5	h	n
bonsan	1	gonsan	5	b	g
vaa	1	naa	5	v	n
vaa	1	saa	5	v	s
beh-a	1	peh-a	5	b	p
bailama	1	nailama	5	b	n
ahaovin	1	thaovin	5	a	t
hasim	1	kasim	5	h	k
ivale	1	avale	5	i	a
auile	1	huile	5	a	h
shilo	1	thilo	5	s	t
uim	1	nim	5	u	n
pela	1	sela	5	p	s
tidinga	1	hidinga	5	t	h
teiset	1	veiset	5	t	v
kimin	1	dimin	5	k	d
pahsah	1	tahsah	5	p	t
vetsa	1	hetsa	5	v	h
jamle	1	lamle	5	j	l
pera	1	sera	5	p	s
galou	1	kalou	5	g	k
kapanhu	1	napanhu	5	k	n
palaiho	1	nalaiho	5	p	n
igimna	1	agimna	5	i	a
haicha	1	naicha	5	h	n
jela	1	sela	5	j	s
kaseiyuvin	1	naseiyuvin	5	k	n
kaseiyuvin	1	gaseiyuvin	5	k	g
lhanguva	1	phanguva	5	l	p
sul	1	dul	5	s	d
kapehsau	1	napehsau	5	k	n
nohna	1	sohna	5	n	s
pangthei	1	mangthei	5	p	m
dongsa	1	bongsa	5	d	b
toh-u	1	joh-u	5	t	j
agamna	1	ngamna	5	a	n
tading	1	kading	5	t	k
kaham	1	naham	5	k	n
lih-in	1	dih-in	5	l	d
dangsoh	1	kangsoh	5	d	k
kival	1	eival	5	k	e
lana	1	cana	5	l	c
potai	1	jotai	5	p	j
solpa	1	holpa	5	s	h
langu	1	tangu	5	l	t
kelin	1	jelin	5	k	j
kelin	1	gelin	5	k	g
holdan	1	boldan	5	h	b
hangpa	1	mangpa	5	h	m
jubel	1	bubel	5	j	b
machop	1	nachop	5	m	n
lhumtai	1	khumtai	5	l	k
daa	1	naa	5	d	n
daa	1	saa	5	d	s
kauvin	1	pauvin	5	k	p
mohna	1	sohna	5	m	s
noiyu	1	hoiyu	5	n	h
gongin	1	longin	5	g	l
kangu	1	tangu	5	k	t
kalhap	1	nalhap	5	k	n
bamah	1	jamah	5	b	j
loh-in	1	boh-in	5	l	b
kindot	1	jindot	5	k	j
tolte	1	golte	5	t	g
katomjol	1	natomjol	5	k	n
mamo	1	jamo	5	m	j
bulpia	1	kulpia	5	b	k
hingsa	1	dingsa	5	h	d
ahatlou	1	phatlou	5	a	p
ioi	1	aoi	5	i	a
iselut	1	aselut	5	i	a
homsah	1	nomsah	5	h	n
eisuse	1	kisuse	5	e	k
ri	1	ei	5	r	e
jongsa	1	bongsa	5	j	b
louvun	1	kouvun	5	l	k
longsoh	1	bongsoh	5	l	b
lamangin	1	namangin	5	l	n
pah-uva	1	lah-uva	5	p	l
pah-uva	1	sah-uva	5	p	s
dongsoh	1	bongsoh	5	d	b
map	1	tap	5	m	t
ilheh	1	alheh	5	i	a
johdoh	1	pohdoh	5	j	p
eikha	1	hikha	5	e	h
zel	1	uel	5	z	u
longkhom	1	songkhom	5	l	s
ilamjot	1	alamjot	5	i	a
tahdoh	1	vahdoh	5	t	v
sup	1	dup	5	s	d
eichop	1	kichop	5	e	k
nemna	1	temna	5	n	t
bolpi	1	jolpi	5	b	j
vasai	1	masai	5	v	m
kahsah	1	tahsah	5	k	t
langding	1	mangding	5	l	m
jida	1	hida	5	j	h
thilpa	1	ahilpa	5	t	a
chouse	1	ahouse	5	c	a
changhoi	1	thanghoi	5	c	t
kimsah	1	gimsah	5	k	g
hiting	1	kiting	5	h	k
kabongchal	1	nabongchal	5	k	n
eiven	1	kiven	5	e	k
munge	1	junge	5	m	j
naja	1	baja	5	n	b
veu	1	neu	5	v	n
ga-nga	1	na-nga	5	g	n
thama	1	shama	5	t	s
haiyun	1	kaiyun	5	h	k
haiyun	1	naiyun	5	h	n
'ama	1	jama	5	'	j
tisap	1	kisap	5	t	k
kipun	1	pipun	5	k	p
gingdoh-in	1	dingdoh-in	5	g	d
gindoh	1	hindoh	5	g	h
donun	1	konun	5	d	k
tongla	1	jongla	5	t	j
tamsa	1	damsa	5	t	d
kadangka	1	nadangka	5	k	n
solte	1	golte	5	s	g
hijep	1	kijep	5	h	k
hijep	1	eijep	5	h	e
salim	1	kalim	5	s	k
naseijui	1	kaseijui	5	n	k
neilhen	1	deilhen	5	n	d
kengle	1	jengle	5	k	j
dangpa	1	mangpa	5	d	m
nitoh	1	eitoh	5	n	e
taiyun	1	kaiyun	5	t	k
taiyun	1	naiyun	5	t	n
haldohna	1	kaldohna	5	h	k
rephan	1	vephan	5	r	v
chungu	1	ahungu	5	c	a
hilui	1	kilui	5	h	k
kumkeh	1	tumkeh	5	k	t
minah	1	tinah	5	m	t
deh-un	1	beh-un	5	d	b
nela	1	sela	5	n	s
phatdoh	1	thatdoh	5	p	t
phatdoh	1	ahatdoh	5	p	a
aheh-un	1	lheh-un	5	a	l
letan	1	petan	5	l	p
deite	1	beite	5	d	b
ihungsoh	1	ahungsoh	5	i	a
ihibovui	1	ahibovui	5	i	a
neh-a	1	peh-a	5	n	p
gahu	1	bahu	5	g	b
eihun	1	hihun	5	e	h
guma	1	tuma	5	g	t
bia	1	sia	5	b	s
aonga	1	honga	5	a	h
higet	1	kiget	5	h	k
sujang	1	lujang	5	s	l
kulin	1	gulin	5	k	g
kathoh-u	1	nathoh-u	5	k	n
nungtah	1	lungtah	5	n	l
kakison	1	nakison	5	k	n
tibou	1	hibou	5	t	h
maicha	1	naicha	5	m	n
ichapan	1	achapan	5	i	a
laho	1	jaho	5	l	j
geiyah	1	leiyah	5	g	l
jengchan	1	tengchan	5	j	t
pitah	1	mitah	5	p	m
panlou	1	tanlou	5	p	t
joma	1	boma	5	j	b
joma	1	doma	5	j	d
ahiule	1	ihiule	5	a	i
jachen	1	gachen	5	j	g
mason	1	jason	5	m	j
iuma	1	tuma	5	i	t
sih-in	1	dih-in	5	s	d
daiyun	1	kaiyun	5	d	k
daiyun	1	naiyun	5	d	n
tanun	1	panun	5	t	p
kahengu	1	nahengu	5	k	n
jahsa	1	sahsa	5	j	s
joutauve	1	toutauve	5	j	t
mingailut	1	kingailut	5	m	k
heho	1	veho	5	h	v
jomin	1	gomin	5	j	g
jomin	1	somin	5	j	s
be-na	1	ke-na	5	b	k
lhama	1	shama	5	l	s
vaiyin	1	saiyin	5	v	s
hinu	1	ginu	5	h	g
sunu	1	aunu	5	s	a
kachunguvah	1	nachunguvah	5	k	n
kihoa	1	mihoa	5	k	m
tuipi	1	kuipi	5	t	k
nakicha	1	kakicha	5	n	k
nod	1	lod	4	n	l
hingte	1	jingte	4	h	j
obal	1	abal	4	o	a
ikimoh	1	akimoh	4	i	a
dabeh	1	kabeh	4	d	k
hakeh	1	kakeh	4	h	k
tangah	1	sangah	4	t	s
behuvin	1	pehuvin	4	b	p
pengte	1	jengte	4	p	j
pengte	1	nengte	4	p	n
lhangho	1	changho	4	l	c
aongdoh	1	songdoh	4	a	s
hahao	1	nahao	4	h	n
dimpeh	1	simpeh	4	d	s
languva	1	vanguva	4	l	v
gapen	1	hapen	4	g	h
kanaopa	1	nanaopa	4	k	n
galuppi	1	naluppi	4	g	n
kigam	1	migam	4	k	m
kanglai	1	janglai	4	k	j
ninte	1	tinte	4	n	t
lousea	1	housea	4	l	h
ihidoh	1	ahidoh	4	i	a
ihidoh	1	thidoh	4	i	t
kipuidoh	1	eipuidoh	4	k	e
hilanga	1	kilanga	4	h	k
masap	1	nasap	4	m	n
lob	1	tob	4	l	t
jahol	1	lahol	4	j	l
mahungu	1	nahungu	4	m	n
chungjouse	1	phungjouse	4	c	p
gangtah-in	1	bangtah-in	4	g	b
nuna	1	juna	4	n	j
ka-oiva	1	na-oiva	4	k	n
phaiyin	1	ahaiyin	4	p	a
netauvin	1	petauvin	4	n	p
pih	1	sih	4	p	s
dahna	1	lahna	4	d	l
pangto	1	langto	4	p	l
pahna	1	lahna	4	p	l
toluvin	1	soluvin	4	t	s
toluvin	1	holuvin	4	t	h
mulin	1	tulin	4	m	t
panlam	1	vanlam	4	p	v
vama	1	pama	4	v	p
vama	1	dama	4	v	d
vama	1	sama	4	v	s
meuvin	1	beuvin	4	m	b
ngoh	1	agoh	4	n	a
vangongsang	1	sangongsang	4	v	s
ainthing	1	hinthing	4	a	h
khumpen	1	lhumpen	4	k	l
huidoh	1	vuidoh	4	h	v
mihehse	1	eihehse	4	m	e
katheng	1	satheng	4	k	s
hingma	1	dingma	4	h	d
iumuva	1	aumuva	4	i	a
haiho	1	laiho	4	h	l
iaiya	1	haiya	4	i	h
iaiya	1	vaiya	4	i	v
beisa	1	neisa	4	b	n
geuel	1	deuel	4	g	d
chompa	1	khompa	4	c	k
katna	1	patna	4	k	p
deuvin	1	beuvin	4	d	b
koisoh	1	goisoh	4	k	g
iengpa	1	pengpa	4	i	p
kaiyui	1	laiyui	4	k	l
sopa	1	gopa	4	s	g
suph	1	zuph	4	s	z
poh-u	1	doh-u	4	p	d
poh-u	1	soh-u	4	p	s
khasa	1	lhasa	4	k	l
nasahsa	1	masahsa	4	n	m
veisetna	1	seisetna	4	v	s
bob	1	tob	4	b	t
gajen	1	najen	4	g	n
ailai	1	hilai	4	a	h
beise	1	seise	4	b	s
kahindoh	1	nahindoh	4	k	n
dahsah	1	vahsah	4	d	v
dahsah	1	bahsah	4	d	b
thapen	1	khapen	4	t	k
kaisa	1	paisa	4	k	p
kaidohsa	1	paidohsa	4	k	p
tisat	1	eisat	4	t	e
gakaldoh	1	kakaldoh	4	g	k
na-umpi	1	ka-umpi	4	n	k
gemin	1	bemin	4	g	b
vasom	1	nasom	4	v	n
keri	1	jeri	4	k	j
enam	1	onam	4	e	o
qi	1	oi	4	q	o
vatoa	1	natoa	4	v	n
tar	1	bar	4	t	b
balah	1	halah	4	b	h
jar	1	bar	4	j	b
kib	1	zib	4	k	z
gona	1	bona	4	g	b
gona	1	tona	4	g	t
gona	1	vona	4	g	v
koudin	1	doudin	4	k	d
seldoh	1	deldoh	4	s	d
pakal	1	nakal	4	p	n
juiho	1	luiho	4	j	l
jinna	1	dinna	4	j	d
eijabolna	1	kijabolna	4	e	k
gataovun	1	kataovun	4	g	k
zir	1	pir	4	z	p
uhin	1	khin	4	u	k
poute	1	doute	4	p	d
poute	1	toute	4	p	t
deiyun	1	geiyun	4	d	g
deiyun	1	neiyun	4	d	n
ngolin	1	agolin	4	n	a
gidom	1	eidom	4	g	e
phah-u	1	khah-u	4	p	k
ga-ngah	1	na-ngah	4	g	n
lange	1	mange	4	l	m
gakoidoh	1	nakoidoh	4	g	n
konsah	1	monsah	4	k	m
juisuh	1	puisuh	4	j	p
eisodoh	1	kisodoh	4	e	k
bomcha	1	komcha	4	b	k
kathan	1	hathan	4	k	h
lajo	1	kajo	4	l	k
lousa	1	tousa	4	l	t
mikhoh	1	kikhoh	4	m	k
jeuvin	1	beuvin	4	j	b
lsh-bosheth	1	ish-bosheth	4	l	i
reboh	1	heboh	4	r	h
hob	1	tob	4	h	t
shaiyin	1	ahaiyin	4	s	a
nangol	1	bangol	4	n	b
goipa	1	koipa	4	g	k
gabolin	1	jabolin	4	g	j
gabolin	1	kabolin	4	g	k
sinna	1	dinna	4	s	d
nul	1	jul	4	n	j
cama	1	pama	4	c	p
cama	1	dama	4	c	d
cama	1	sama	4	c	s
naseipet	1	kaseipet	4	n	k
base	1	kase	4	b	k
thalou	1	lhalou	4	t	l
thalou	1	chalou	4	t	c
mahol	1	lahol	4	m	l
khohna	1	thohna	4	k	t
sajo	1	kajo	4	s	k
ahapen	1	khapen	4	a	k
el-leng	1	al-leng	4	e	a
nedin	1	vedin	4	n	v
aba	1	iba	4	a	i
semsoh	1	nemsoh	4	s	n
nena	1	hena	4	n	h
nena	1	lena	4	n	l
junguvin	1	punguvin	4	j	p
junguvin	1	nunguvin	4	j	n
gasep	1	kasep	4	g	k
gur	1	pur	4	g	p
sur	1	pur	4	s	p
ainsa	1	minsa	4	a	m
eath	1	iath	4	e	i
eath	1	rath	4	e	r
eath	1	math	4	e	m
juvin	1	yuvin	4	j	y
juvin	1	huvin	4	j	h
heph	1	meph	4	h	m
peo	1	heo	4	p	h
rumah	1	dumah	4	r	d
reho	1	neho	4	r	n
chelu	1	khelu	4	c	k
cath	1	iath	4	c	i
cath	1	rath	4	c	r
cath	1	math	4	c	m
sed	1	med	4	s	m
jered	1	zered	4	j	z
ladah	1	kadah	4	l	k
nichu	1	kichu	4	n	k
phapeh	1	thapeh	4	p	t
ron	1	eon	4	r	e
peresh	1	zeresh	4	p	z
bir	1	pir	4	b	p
hod	1	lod	4	h	l
kar	1	bar	4	k	b
heresh	1	zeresh	4	h	z
gia	1	kia	4	g	k
mathan	1	hathan	4	m	h
eiu	1	tiu	4	e	t
kitousah	1	eitousah	4	k	e
latheng	1	satheng	4	l	s
houtai	1	toutai	4	h	t
zina	1	gina	4	z	g
gamul	1	hamul	4	g	h
mahil	1	gahil	4	m	g
zeri	1	jeri	4	z	j
izrah	1	ezrah	4	i	e
tolpeh-in	1	bolpeh-in	4	t	b
solpeh-in	1	bolpeh-in	4	s	b
kathumu	1	nathumu	4	k	n
zeph	1	meph	4	z	m
lenguva	1	tenguva	4	l	t
kelman	1	melman	4	k	m
kamjoh	1	lamjoh	4	k	l
aotdoh	1	botdoh	4	a	b
sading	1	gading	4	s	g
kinga	1	linga	4	k	l
ahomtan	1	khomtan	4	a	k
josoh	1	gosoh	4	j	g
kongma	1	dongma	4	k	d
decai	1	becai	4	d	b
hasu	1	nasu	4	h	n
su-lha	1	ju-lha	4	s	j
par	1	bar	4	p	b
kagouve	1	nagouve	4	k	n
shi	1	uhi	4	s	u
vani	1	jani	4	v	j
'uvin	1	yuvin	4	'	y
'uvin	1	huvin	4	'	h
gakal	1	nakal	4	g	n
mut'a	1	lut'a	4	m	l
lhapouve	1	khapouve	4	l	k
joutan	1	toutan	4	j	t
jamsan	1	kamsan	4	j	k
letsah-in	1	vetsah-in	4	l	v
letsah-in	1	hetsah-in	4	l	h
merai'ah	1	serai'ah	4	m	s
na-um	1	ka-um	4	n	k
pham	1	aham	4	p	a
tujong	1	mujong	4	t	m
kasopiten	1	nasopiten	4	k	n
eiheiyun	1	kiheiyun	4	e	k
beiden	1	neiden	4	b	n
koutan	1	toutan	4	k	t
khanglou	1	changlou	4	k	c
ahui	1	chui	4	a	c
konsa	1	honsa	4	k	h
peiyuva	1	heiyuva	4	p	h
peiyuva	1	geiyuva	4	p	g
peiyuva	1	neiyuva	4	p	n
tolsah	1	bolsah	4	t	b
michu	1	kichu	4	m	k
lulin	1	tulin	4	l	t
gamjang	1	samjang	4	g	s
mauvah	1	nauvah	4	m	n
pange	1	mange	4	p	m
thui	1	chui	4	t	c
eiloidoh	1	kiloidoh	4	e	k
sir	1	pir	4	s	p
ka-inheng	1	na-inheng	4	k	n
deilama	1	keilama	4	d	k
sutan	1	mutan	4	s	m
tomin	1	bomin	4	t	b
chomtauve	1	khomtauve	4	c	k
goiyuva	1	hoiyuva	4	g	h
goiyuva	1	noiyuva	4	g	n
kaleigui	1	naleigui	4	k	n
did	1	mid	4	d	m
vaiyun	1	maiyun	4	v	m
nagonsa	1	kagonsa	4	n	k
najuh	1	hajuh	4	n	h
lheh-ui	1	cheh-ui	4	l	c
kadeijoh	1	nadeijoh	4	k	n
kidangho	1	midangho	4	k	m
nungkit	1	hungkit	4	n	h
lahih	1	tahih	4	l	t
vatou	1	katou	4	v	k
eithagam	1	kithagam	4	e	k
lainan	1	cainan	4	l	c
vetchet	1	hetchet	4	v	h
tumun	1	pumun	4	t	p
janguva	1	vanguva	4	j	v
hangun	1	pangun	4	h	p
kakilhen	1	nakilhen	4	k	n
hamlah	1	samlah	4	h	s
vachan	1	sachan	4	v	s
jotkhah	1	kotkhah	4	j	k
sanglai	1	janglai	4	s	j
holpan	1	bolpan	4	h	b
monsa	1	honsa	4	m	h
johsah	1	tohsah	4	j	t
johsah	1	dohsah	4	j	d
bonsan	1	honsan	4	b	h
meise	1	seise	4	m	s
nouthah	1	mouthah	4	n	m
jakeh	1	kakeh	4	j	k
galma	1	salma	4	g	s
jangthum	1	sangthum	4	j	s
kahna	1	lahna	4	k	l
eilungsetna	1	milungsetna	4	e	m
luh	1	puh	4	l	p
hani	1	jani	4	h	j
gajo	1	kajo	4	g	k
masom	1	nasom	4	m	n
hau	1	gau	4	h	g
kamtheng	1	namtheng	4	k	n
baz	1	haz	4	b	h
uim	1	bim	4	u	b
uim	1	jim	4	u	j
pela	1	kela	4	p	k
gamtah	1	hamtah	4	g	h
koluvin	1	soluvin	4	k	s
koluvin	1	holuvin	4	k	h
